,Source,State,Year,Species,Latitude,Longitude,public_positional_accuracy
1570,Bugguide.net,Arizona,2009,Coccinella novemnotata,35.406314,-110.256683,0.0
1571,I-naturalist,Oregon,2020,Coccinella novemnotata,42.9495566667,-120.7616916667,0.0
1572,The Lost Ladybugs,Idaho,2012,Coccinella novemnotata,42.7240732,-114.51865,0.0
1573,I-naturalist,California,2020,Coccinella novemnotata,40.3625433331,-120.621449169,54.0
1574,NatureServe,Nebraska,2010,Coccinella novemnotata,41.54597473144531,-103.71047973632812,0.0
1575,Utah Museum of Natural History,Utah,2011,Coccinella novemnotata,40.76270294189453,-111.81999969482422,572.0
1576,NatureServe,Nebraska,2010,Coccinella novemnotata,41.8506088256836,-103.70794677734376,0.0
1577,The Lost Ladybugs,New York,2011,Coccinella novemnotata,40.9737117,-72.143688,0.0
1578,The Lost Ladybugs,Idaho,2009,Coccinella novemnotata,42.8804516,-115.7973,0.0
1579,"Ministry of Natural Resources or Smithsonian Institution, National Museum of Natural History",Utah,2011,Coccinella novemnotata,40.762703,-111.819999,0.0
1580,The Lost Ladybugs,New York,2011,Coccinella novemnotata,40.9835913,-72.141294,0.0
1581,The Lost Ladybugs,Wisconsin,2009,Coccinella novemnotata,44.3780203,-91.750711,0.0
1582,The Lost Ladybugs,California,2009,Coccinella novemnotata,34.0194543,-118.49119,0.0
1583,Bugguide.net,Wisconsin,2009,Coccinella novemnotata,44.37662,-91.753095,0.0
1584,The Lost Ladybugs,Colorado,2009,Coccinella novemnotata,39.035545,-104.29718,0.0
1585,Bugguide.net,Nebraska,2019,Coccinella novemnotata,42.432082,-103.79284,0.0
1586,The Lost Ladybugs,Colorado,2009,Coccinella novemnotata,38.9797141,-105.35749,0.0
1587,I-naturalist,Utah,2021,Coccinella novemnotata,40.750852651,-111.8120647687,7.0
1588,I-naturalist,California,2021,Coccinella novemnotata,36.2513695997,-120.3154075,0.0
1589,I-naturalist,California,2021,Coccinella novemnotata,35.8667471074,-119.3919923696,50.0
1590,The Lost Ladybugs,Colorado,2010,Coccinella novemnotata,38.9290999,-104.57858,0.0
1591,The Lost Ladybugs,Colorado,2010,Coccinella novemnotata,38.8214204,-104.86151,0.0
1592,I-naturalist,California,2020,Coccinella novemnotata,36.8097410926,-119.8928972337,61.0
1593,The Lost Ladybugs,Indiana,2010,Coccinella novemnotata,40.9407806,-87.454078,0.0
1594,I-naturalist,California,2020,Coccinella novemnotata,36.8098799354,-119.8935466474,61.0
1595,I-naturalist,California,2020,Coccinella novemnotata,36.8102322883,-119.8930352866,61.0
1596,I-naturalist,California,2020,Coccinella novemnotata,36.8099246307,-119.8936131023,61.0
1597,The Lost Ladybugs,Idaho,2012,Coccinella novemnotata,43.6365693,-113.30028,0.0
1598,I-naturalist,Utah,2021,Coccinella novemnotata,41.059783555,-112.2435298562,321.0
1599,Bugguide.net,Nebraska,2019,Coccinella novemnotata,42.726836,-103.155107,0.0
1600,Losey,New York,2020,Coccinella novemnotata,44.078483,-75.683004,0.0
1601,The Lost Ladybugs,California,2015,Coccinella novemnotata,38.5724906,-121.75387,0.0
1602,The Lost Ladybugs,Montana,2013,Coccinella novemnotata,46.5897598,-112.0212,0.0
1603,I-naturalist,Colorado,2017,Coccinella novemnotata,40.1721246602,-105.2151646655,188.0
1604,I-naturalist,Colorado,2017,Coccinella novemnotata,39.9222106565,-105.2385450275,76.0
1605,I-naturalist,Colorado,2017,Coccinella novemnotata,38.86059,-104.651402,413.0
1606,American Museum of Natural History - Invertebrate Zoology,California,2018,Coccinella novemnotata,34.462213,-120.072366,0.0
1607,Bugguide.net,South Dakota,2019,Coccinella novemnotata,43.337098,-103.558248,0.0
1608,I-naturalist,California,2018,Coccinella novemnotata,35.038105,-118.767535,0.0
1609,I-naturalist,California,2015,Coccinella novemnotata,34.4986716667,-118.1748366667,0.0
1610,I-naturalist,Colorado,2017,Coccinella novemnotata,38.6212543384,-104.886448072,8.0
1611,I-naturalist,California,2018,Coccinella novemnotata,37.6822162727,-118.7864155764,351.0
1612,The Lost Ladybugs,Colorado,2014,Coccinella novemnotata,38.9341583,-104.60948,0.0
1613,I-naturalist,California,2018,Coccinella novemnotata,35.0364621125,-118.7689876556,87.0
1614,The Lost Ladybugs,Idaho,2013,Coccinella novemnotata,43.611,-116.39222,0.0
1615,The Lost Ladybugs,Colorado,2014,Coccinella novemnotata,38.533,-104.411,0.0
1616,Cheadle Center for Biodiversity and Ecological Restoration,California,2016,Coccinella novemnotata,34.420616149902344,-119.7967529296875,999.0
1617,The Lost Ladybugs,Colorado,2014,Coccinella novemnotata,39.0359497,-104.29753,0.0
1618,I-naturalist,California,2015,Coccinella novemnotata,39.271966,-120.125224,114.0
1619,I-naturalist,Colorado,2017,Coccinella novemnotata,38.833414,-104.735855,0.0
1620,Cheadle Center for Biodiversity and Ecological Restoration,California,2017,Coccinella novemnotata,34.408416748046875,-119.84703826904295,601.0
1621,I-naturalist,Colorado,2017,Coccinella novemnotata,40.3716834131,-105.61473459,8.0
1622,The Lost Ladybugs,Colorado,2015,Coccinella novemnotata,39.1205711,-104.16786,0.0
1623,The Lost Ladybugs,Minnesota,2014,Coccinella novemnotata,45.4472007,-93.73603,0.0
1624,I-naturalist,Colorado,2018,Coccinella novemnotata,40.0169195,-105.29583,10.0
1625,I-naturalist,Colorado,2018,Coccinella novemnotata,39.9842349041,-105.2352261543,142.0
1626,The Lost Ladybugs,Montana,2013,Coccinella novemnotata,46.9551696,-112.67513,0.0
1627,I-naturalist,Colorado,2017,Coccinella novemnotata,40.1715544637,-105.2152490616,31.0
1628,I-naturalist,Colorado,2018,Coccinella novemnotata,39.9637366667,-105.2701416667,50.0
1629,I-naturalist,Colorado,2018,Coccinella novemnotata,39.9840166667,-105.2428966667,5.0
1630,I-naturalist,Colorado,2018,Coccinella novemnotata,39.6425033333,-105.5927416667,5.0
1631,I-naturalist,Colorado,2017,Coccinella novemnotata,40.171587256,-105.2152061462,31.0
1632,The Lost Ladybugs,New York,2015,Coccinella novemnotata,40.9726295,-72.149818,0.0
1633,The Lost Ladybugs,Colorado,2017,Coccinella novemnotata,39.7400093,-104.99201,0.0
1634,Bugguide.net,Colorado,2018,Coccinella novemnotata,40.560035,-108.135333,0.0
1635,NatureServe,Nebraska,2014,Coccinella novemnotata,42.48771286010742,-103.75888061523438,0.0
1636,NatureServe,Nebraska,2014,Coccinella novemnotata,42.719722747802734,-103.13543701171876,0.0
1637,The Lost Ladybugs,Montana,2012,Coccinella novemnotata,46.42,-112.13,0.0
1638,The Lost Ladybugs,Montana,2012,Coccinella novemnotata,46.5897598,-112.0212,0.0
1639,I-naturalist,California,2015,Coccinella novemnotata,33.817129,-118.085931,900.0
1640,I-naturalist,Colorado,2017,Coccinella novemnotata,40.1716200483,-105.2151203156,31.0
1641,Cheadle Center for Biodiversity and Ecological Restoration,California,2017,Coccinella novemnotata,34.44173812866211,-119.84869384765624,518.0
1642,I-naturalist,California,2018,Coccinella novemnotata,33.2773011041,-117.3172473907,8.0
1643,The Lost Ladybugs,California,2015,Coccinella novemnotata,39.5792999,-121.096,0.0
1644,I-naturalist,Utah,2018,Coccinella novemnotata,41.5872753505,-112.5837769547,5.0
1645,Bugguide.net,Nebraska,2012,Coccinella novemnotata,42.726836,-103.155107,0.0
1646,I-naturalist,Utah,2018,Coccinella novemnotata,40.37642,-111.70902,15.0
1647,The Lost Ladybugs,California,2015,Coccinella novemnotata,34.930641,-118.56237,0.0
1648,The Lost Ladybugs,Colorado,2015,Coccinella novemnotata,39.0263404,-104.48387,0.0
1649,I-naturalist,California,2015,Coccinella novemnotata,34.9489109913,-118.5558700562,488.0
1650,NatureServe,Nebraska,2012,Coccinella novemnotata,41.71599960327149,-103.01055145263672,0.0
1651,I-naturalist,Colorado,2014,Coccinella novemnotata,39.550947,-105.099243,25.0
1652,The Lost Ladybugs,Oregon,2012,Coccinella novemnotata,42.1887721,-120.34579,0.0
1653,The Lost Ladybugs,Colorado,2013,Coccinella novemnotata,38.7513999,-104.74391,0.0
1654,The Lost Ladybugs,Idaho,2014,Coccinella novemnotata,43.611,-116.39222,0.0
1655,American Museum of Natural History - Invertebrate Zoology,California,2017,Coccinella novemnotata,34.44174,-119.848696,0.0
1656,I-naturalist,California,2016,Coccinella novemnotata,37.1299830397,-121.6346371098,50.0
1657,The Lost Ladybugs,Colorado,2013,Coccinella novemnotata,38.5365,-104.417,0.0
1658,I-naturalist,Utah,2017,Coccinella novemnotata,40.2510931094,-111.8771749735,21.0
1659,I-naturalist,British Columbia,2018,Coccinella novemnotata,50.2320466667,-119.287945,0.0
1660,Bugguide.net,Utah,2017,Coccinella novemnotata,40.236597,-111.73671,0.0
1661,NatureServe,Nebraska,2012,Coccinella novemnotata,42.48771286010742,-103.75888061523438,0.0
1662,NatureServe,Nebraska,2012,Coccinella novemnotata,42.719722747802734,-103.13543701171876,0.0
1663,I-naturalist,California,2015,Coccinella novemnotata,34.9483481713,-118.5575866699,488.0
1664,I-naturalist,California,2016,Coccinella novemnotata,36.088294,-120.11237,0.0
1665,I-naturalist,California,2018,Coccinella novemnotata,33.2760543246,-117.3200690746,15.0
1666,The Lost Ladybugs,Colorado,2014,Coccinella novemnotata,40.3062095,-105.07916,0.0
1667,The Lost Ladybugs,California,2015,Coccinella novemnotata,34.4689598,-118.19386,0.0
1668,I-naturalist,California,2015,Coccinella novemnotata,34.262557,-118.66286,7.0
1669,I-naturalist,California,2018,Coccinella novemnotata,33.2764478693,-117.3146409541,2.0
1670,The Lost Ladybugs,Idaho,2014,Coccinella novemnotata,43.2331,-114.3089,0.0
1671,I-naturalist,California,2015,Coccinella novemnotata,34.26305,-118.662777,5.0
1672,American Museum of Natural History - Invertebrate Zoology,California,2016,Coccinella novemnotata,34.420616,-119.796752,0.0
1673,I-naturalist,Colorado,2017,Coccinella novemnotata,38.9226809003,-104.8564124107,15.0
1674,San Diego Natural History Museum,California,2016,Coccinella novemnotata,33.468427,-117.47648,0.0
1675,San Diego Natural History Museum,California,2016,Coccinella novemnotata,33.42962,-117.530222,0.0
1676,The Lost Ladybugs,California,2015,Coccinella novemnotata,34.2621192,-118.66296,0.0
1677,I-naturalist,California,2015,Coccinella novemnotata,34.2635841,-118.663427,55.0
1678,The Lost Ladybugs,Colorado,2014,Coccinella novemnotata,38.8417663,-104.84572,0.0
1679,I-naturalist,California,2015,Coccinella novemnotata,33.8237916231,-118.091260231,115.0
1680,The Lost Ladybugs,Colorado,2013,Coccinella novemnotata,38.5625,-104.441,0.0
1681,,British Columbia,2013,Coccinella novemnotata,50.66,-120.5,0.0
1682,,British Columbia,2013,Coccinella novemnotata,50.663,-120.504,0.0
1683,I-naturalist,California,2018,Coccinella novemnotata,33.2766945346,-117.3130906373,2.0
1684,I-naturalist,Colorado,2017,Coccinella novemnotata,38.7716129,-104.6492651,38.0
1685,The Lost Ladybugs,Colorado,2014,Coccinella novemnotata,38.54,-104.37,0.0
1686,I-naturalist,Colorado,2018,Coccinella novemnotata,39.9985883333,-105.2828366667,5.0
1687,Bugguide.net,California,2017,Coccinella novemnotata,41.614943,-122.502816,0.0
1688,The Lost Ladybugs,Minnesota,2012,Coccinella novemnotata,45.434479,-93.190413,0.0
1689,I-naturalist,California,2017,Coccinella novemnotata,34.4369716667,-118.6222533333,0.0
1690,European Molecular Biology Laboratory (EMBL),British Columbia,2013,Coccinella novemnotata,50.63999938964844,-120.5199966430664,0.0
1691,The Lost Ladybugs,New York,2016,Coccinella novemnotata,41.3314094,-74.356666,0.0
1692,I-naturalist,California,2015,Coccinella novemnotata,34.930641,-118.562376,3.0
1693,The Lost Ladybugs,Colorado,2014,Coccinella novemnotata,39.103,-104.311,0.0
1694,I-naturalist,California,2017,Coccinella novemnotata,34.3972378236,-119.5275163651,31.0
1695,Bugguide.net,California,2015,Coccinella novemnotata,34.277048,-119.045326,0.0
1696,The Lost Ladybugs,Colorado,2013,Coccinella novemnotata,38.9268302,-105.00511,0.0
1697,Bugguide.net,Wyoming,2015,Coccinella novemnotata,43.098213,-108.681116,0.0
1698,The Lost Ladybugs,California,2016,Coccinella novemnotata,37.1259117,-121.66178,0.0
1699,"University of Guelph, Centre for Biodiversity Genomics",British Columbia,2013,Coccinella novemnotata,50.63999938964844,-120.51000213623048,0.0
1700,The Lost Ladybugs,Colorado,2013,Coccinella novemnotata,38.9341583,-104.60948,0.0
1701,The Lost Ladybugs,Colorado,2016,Coccinella novemnotata,38.8334312,-104.8218,0.0
1702,The Lost Ladybugs,Montana,2013,Coccinella novemnotata,46.1304206,-112.95333,0.0
1703,Bugguide.net,California,2017,Coccinella novemnotata,34.277048,-119.045326,0.0
1704,Bugguide.net,California,2017,Coccinella novemnotata,35.296023,-118.683344,0.0
1705,,British Columbia,2013,Coccinella novemnotata,50.64,-120.52,0.0
1706,The Lost Ladybugs,Montana,2012,Coccinella novemnotata,46.5958056,-112.02703,0.0
1707,I-naturalist,California,2017,Coccinella novemnotata,34.2291234993,-119.0035629274,5.0
1708,I-naturalist,California,2017,Coccinella novemnotata,34.3843877068,-119.4976902008,319.0
1709,I-naturalist,California,2017,Coccinella novemnotata,34.4379616667,-118.617455,0.0
1710,The Lost Ladybugs,Montana,2014,Coccinella novemnotata,46.5897598,-112.0212,0.0
1711,I-naturalist,California,2017,Coccinella novemnotata,34.438175,-118.6184833333,0.0
1712,The Lost Ladybugs,Alberta,2014,Coccinella novemnotata,49.4173011,-112.856,0.0
1713,Bugguide.net,Wyoming,2017,Coccinella novemnotata,41.407675,-105.72644,0.0
1714,I-naturalist,California,2017,Coccinella novemnotata,35.0207983333,-118.717375,0.0
1715,The Lost Ladybugs,British Columbia,2013,Coccinella novemnotata,50.792,-120.436,0.0
1716,The Lost Ladybugs,Washington,2015,Coccinella novemnotata,48.5234184,-122.91394,0.0
1717,I-naturalist,California,2017,Coccinella novemnotata,34.9824715254,-118.7216091156,1000.0
1718,I-naturalist,California,2017,Coccinella novemnotata,34.6165416667,-118.7440816667,0.0
1719,I-naturalist,California,2017,Coccinella novemnotata,35.02277,-118.67889,500.0
1720,I-naturalist,Colorado,2016,Coccinella novemnotata,39.2882683333,-102.986265,0.0
1721,The Lost Ladybugs,Rhode Island,2014,Coccinella novemnotata,41.6985893,-71.461677,0.0
1722,American Museum of Natural History - Invertebrate Zoology,California,2017,Coccinella novemnotata,34.408418,-119.84704,0.0
1723,The Lost Ladybugs,Colorado,2015,Coccinella novemnotata,38.8334312,-104.8218,0.0
1724,Bugguide.net,South Dakota,2017,Coccinella novemnotata,43.337098,-103.558248,0.0
1725,I-naturalist,California,2019,Coccinella novemnotata,34.3915166667,-118.8926466667,5.0
1726,The Lost Ladybugs,Montana,2012,Coccinella novemnotata,46.1270925,-112.94916,0.0
1727,I-naturalist,Arizona,2016,Coccinella novemnotata,35.0654680815,-109.7791146808,60.0
1728,I-naturalist,California,2017,Coccinella novemnotata,34.730905,-118.4012616667,0.0
1729,"San Diego Natural History Museum, theNAT",California,2016,Coccinella novemnotata,33.42961883544922,-117.53022003173828,0.0
1730,I-naturalist,California,2017,Coccinella novemnotata,35.077125,-118.7221183333,0.0
1731,Bugguide.net,Colorado,2017,Coccinella novemnotata,40.058094,-105.195154,0.0
1732,"San Diego Natural History Museum, theNAT",California,2016,Coccinella novemnotata,33.46842575073242,-117.47647857666016,0.0
1733,The Lost Ladybugs,New York,2015,Coccinella novemnotata,41.0092582,-72.068946,0.0
1734,The Lost Ladybugs,Colorado,2018,Coccinella novemnotata,38.8334808,-104.8218,0.0
1735,I-naturalist,California,2019,Coccinella novemnotata,34.64913,-119.3852533333,10.0
1736,,British Columbia,2013,Coccinella novemnotata,50.643,-120.517,0.0
1737,I-naturalist,California,2015,Coccinella novemnotata,34.017916,-118.287891,16.0
1738,I-naturalist,California,2017,Coccinella novemnotata,34.2563740185,-118.6240518093,52.0
1739,Bugguide.net,Colorado,2017,Coccinella novemnotata,38.912363,-105.156719,0.0
1740,"University of Guelph, Centre for Biodiversity Genomics",British Columbia,2013,Coccinella novemnotata,50.65999984741211,-120.5,0.0
1741,Bugguide.net,Colorado,2016,Coccinella novemnotata,39.325815,-102.547752,0.0
1742,The Lost Ladybugs,Oregon,2018,Coccinella novemnotata,42.1890716,-120.34597,0.0
1743,I-naturalist,California,2019,Coccinella novemnotata,34.6492500305,-119.3852920532,0.0
1744,The Lost Ladybugs,Colorado,2014,Coccinella novemnotata,38.8334312,-104.8218,0.0
1745,I-naturalist,California,2019,Coccinella novemnotata,35.0607733333,-119.35073,0.0
1746,The Lost Ladybugs,New York,2014,Coccinella novemnotata,41.0312118,-71.953727,0.0
1747,I-naturalist,California,2019,Coccinella novemnotata,40.24767,-120.8050383333,0.0
1748,The Lost Ladybugs,Oregon,2013,Coccinella novemnotata,42.454071,-121.50408,0.0
1749,Centre for Biodiversity Genomics,British Columbia,2013,Coccinella novemnotata,50.64,-120.51,0.0
1750,The Lost Ladybugs,Nebraska,2008,Coccinella transversoguttata,41.824251,-103.665,0.0
1751,I-naturalist,Montana,2018,Coccinella transversoguttata,45.2279781117,-111.2526564673,516.0
1752,The Lost Ladybugs,South Dakota,2008,Coccinella transversoguttata,44.0805434,-103.23101,0.0
1753,I-naturalist,British Columbia,2021,Coccinella transversoguttata,50.736221,-121.286423,0.0
1754,Observations,Wyoming,2017,Coccinella transversoguttata,41.793984,-107.18997,0.0
1755,I-naturalist,Montana,2018,Coccinella transversoguttata,45.2289966667,-111.2545083333,8.0
1756,I-naturalist,California,2021,Coccinella transversoguttata,38.6783133333,-119.9896,10.0
1757,I-naturalist,Montana,2018,Coccinella transversoguttata,45.22853,-111.2541366667,4.0
1758,I-naturalist,Montana,2018,Coccinella transversoguttata,45.0382888333,-109.41297,0.0
1759,I-naturalist,Utah,2021,Coccinella transversoguttata,38.39123551,-111.589116725,0.0
1760,The Lost Ladybugs,Oregon,2013,Coccinella transversoguttata,42.4438209,-121.86782,0.0
1761,I-naturalist,Nevada,2018,Coccinella transversoguttata,40.465275,-116.0262833333,5.0
1762,The Lost Ladybugs,Oregon,2012,Coccinella transversoguttata,42.224867,-121.78167,0.0
1763,The Lost Ladybugs,Colorado,2009,Coccinella transversoguttata,38.8338816,-104.82136,0.0
1764,I-naturalist,Montana,2018,Coccinella transversoguttata,45.2289583333,-111.254325,5.0
1765,I-naturalist,Montana,2018,Coccinella transversoguttata,45.2285533333,-111.2538833333,10.0
1766,I-naturalist,Utah,2021,Coccinella transversoguttata,37.8438579245,-109.7812729609,3.0
1767,I-naturalist,Utah,2021,Coccinella transversoguttata,41.895584943,-111.6457855034,4.0
1768,I-naturalist,Utah,2021,Coccinella transversoguttata,40.3985509722,-111.602389,0.0
1769,I-naturalist,Montana,2018,Coccinella transversoguttata,45.2290883333,-111.2537466667,5.0
1770,I-naturalist,Utah,2021,Coccinella transversoguttata,40.9151083333,-110.793005,6.0
1771,I-naturalist,Montana,2018,Coccinella transversoguttata,45.22863,-111.2537216667,5.0
1772,I-naturalist,Montana,2018,Coccinella transversoguttata,45.2288514747,-111.2539894005,26.0
1773,The Lost Ladybugs,Colorado,2010,Coccinella transversoguttata,40.1672068,-105.10192,0.0
1774,The Lost Ladybugs,Montana,2012,Coccinella transversoguttata,46.125335,-112.96037,0.0
1775,I-naturalist,British Columbia,2020,Coccinella transversoguttata,51.2119344942,-122.1568513289,24.0
1776,I-naturalist,British Columbia,2020,Coccinella transversoguttata,50.3617576391,-119.0567310154,106.0
1777,I-naturalist,Colorado,2021,Coccinella transversoguttata,40.7655916667,-107.3515916667,5.0
1778,The Lost Ladybugs,Montana,2012,Coccinella transversoguttata,46.42,-112.13,0.0
1779,I-naturalist,Colorado,2021,Coccinella transversoguttata,40.7655666667,-107.3514638889,4.0
1780,I-naturalist,Colorado,2021,Coccinella transversoguttata,40.8554638889,-109.0233611111,4.0
1781,I-naturalist,Colorado,2021,Coccinella transversoguttata,37.634162145,-107.4260232183,0.0
1782,I-naturalist,Colorado,2021,Coccinella transversoguttata,37.6414412667,-107.4271322,0.0
1783,I-naturalist,Alberta,2021,Coccinella transversoguttata,53.4104626705,-113.9336945518,32.0
1784,The Lost Ladybugs,California,2012,Coccinella transversoguttata,37.3635404,-118.39511,0.0
1785,I-naturalist,Idaho,2021,Coccinella transversoguttata,43.3572232913,-116.9536729173,10.0
1786,I-naturalist,Colorado,2021,Coccinella transversoguttata,39.0054638833,-107.0308388333,8.0
1787,I-naturalist,Colorado,2021,Coccinella transversoguttata,37.744125,-107.72342,9.0
1788,I-naturalist,Colorado,2021,Coccinella transversoguttata,37.4386121,-105.8030889997,0.0
1789,I-naturalist,Colorado,2021,Coccinella transversoguttata,38.8701133333,-106.9866633333,4.0
1790,I-naturalist,Colorado,2021,Coccinella transversoguttata,40.6672833333,-106.3314138889,3.0
1791,I-naturalist,British Columbia,2021,Coccinella transversoguttata,50.6487334325,-120.3945689276,32.0
1792,I-naturalist,Colorado,2021,Coccinella transversoguttata,37.4387868,-105.8030248,203.0
1793,I-naturalist,Colorado,2021,Coccinella transversoguttata,40.0335883257,-105.2762902989,145.0
1794,The Lost Ladybugs,Wyoming,2014,Coccinella transversoguttata,41.3107986,-105.59031,0.0
1795,I-naturalist,Colorado,2021,Coccinella transversoguttata,40.7877001712,-106.4379683135,173.0
1796,I-naturalist,Colorado,2021,Coccinella transversoguttata,40.1547254807,-105.888847633,9.0
1797,I-naturalist,Colorado,2021,Coccinella transversoguttata,37.432095,-105.7844383333,3.0
1798,I-naturalist,Colorado,2021,Coccinella transversoguttata,40.1491784354,-105.3829685854,158.0
1799,I-naturalist,Colorado,2021,Coccinella transversoguttata,38.2632839722,-107.547932,0.0
1800,I-naturalist,Colorado,2021,Coccinella transversoguttata,38.250137,-107.5432239722,0.0
1801,I-naturalist,Delaware,2021,Coccinella transversoguttata,38.510219574,-75.0526885986,65.0
1802,The Lost Ladybugs,Montana,2012,Coccinella transversoguttata,46.1258883,-112.94509,0.0
1803,The Lost Ladybugs,Colorado,2009,Coccinella transversoguttata,39.0916586,-104.87275,0.0
1804,I-naturalist,Wyoming,2021,Coccinella transversoguttata,44.5268283333,-110.8369133333,3.0
1805,I-naturalist,Wyoming,2021,Coccinella transversoguttata,43.08687217,-109.63223333,9.0
1806,I-naturalist,Wyoming,2021,Coccinella transversoguttata,44.909,-110.36415,4.0
1807,I-naturalist,Wyoming,2021,Coccinella transversoguttata,44.9738883333,-110.7038333333,3.0
1808,I-naturalist,Wyoming,2021,Coccinella transversoguttata,44.9258916667,-110.31855,4.0
1809,I-naturalist,Wyoming,2021,Coccinella transversoguttata,43.716175,-110.6698533333,4.0
1810,I-naturalist,Colorado,2021,Coccinella transversoguttata,37.4863366667,-106.1480028333,9.0
1811,I-naturalist,Wyoming,2021,Coccinella transversoguttata,44.9258583333,-110.3184133333,4.0
1812,I-naturalist,California,2020,Coccinella transversoguttata,40.5575562461,-120.7769964029,200.0
1813,I-naturalist,Wisconsin,2021,Coccinella transversoguttata,43.320975,-87.95488,7.0
1814,I-naturalist,Colorado,2021,Coccinella transversoguttata,38.8251383333,-105.9947283333,5.0
1815,I-naturalist,Colorado,2021,Coccinella transversoguttata,39.0249278333,-107.0677638333,8.0
1816,I-naturalist,Colorado,2021,Coccinella transversoguttata,40.8559899386,-109.022235742,0.0
1817,I-naturalist,Colorado,2021,Coccinella transversoguttata,40.36667,-105.561805,0.0
1818,I-naturalist,Colorado,2021,Coccinella transversoguttata,39.2808148367,-106.4389566227,154.0
1819,I-naturalist,Colorado,2021,Coccinella transversoguttata,39.0512953739,-108.0951927854,366.0
1820,I-naturalist,Colorado,2021,Coccinella transversoguttata,39.0718830332,-108.0959778085,40.0
1821,The Lost Ladybugs,Idaho,2009,Coccinella transversoguttata,43.613739,-116.23765,0.0
1822,I-naturalist,Colorado,2021,Coccinella transversoguttata,37.8300216667,-106.2180783333,5.0
1823,I-naturalist,Idaho,2021,Coccinella transversoguttata,43.643770474,-111.1111391802,5.0
1824,I-naturalist,Colorado,2021,Coccinella transversoguttata,40.0134070178,-105.2456029469,15.0
1825,I-naturalist,Colorado,2018,Coccinella transversoguttata,40.0014277783,-105.2667,65.0
1826,The Lost Ladybugs,Colorado,2013,Coccinella transversoguttata,40.0157394,-105.27924,0.0
1827,I-naturalist,Utah,2020,Coccinella transversoguttata,41.29273134,-111.95134771,9.0
1828,I-naturalist,Utah,2020,Coccinella transversoguttata,38.8638612973,-112.506952682,4.0
1829,I-naturalist,Utah,2020,Coccinella transversoguttata,41.6919305556,-111.4685861111,0.0
1830,I-naturalist,Wyoming,2011,Coccinella transversoguttata,44.6248198149,-110.4332596634,61.0
1831,The Lost Ladybugs,Wyoming,2011,Coccinella transversoguttata,41.7895584,-107.23824,0.0
1832,The Lost Ladybugs,Colorado,2013,Coccinella transversoguttata,38.8334503,-104.8218,0.0
1833,I-naturalist,Michigan,2021,Coccinella transversoguttata,45.130385,-85.6146733333,0.0
1834,The Lost Ladybugs,Colorado,2013,Coccinella transversoguttata,38.45687,-105.4863,0.0
1835,I-naturalist,Michigan,2021,Coccinella transversoguttata,45.1304366667,-85.6147316667,0.0
1836,I-naturalist,Montana,2018,Coccinella transversoguttata,45.2290166667,-111.2542116667,6.0
1837,I-naturalist,California,2021,Coccinella transversoguttata,37.86642,-119.1164945,5.0
1838,The Lost Ladybugs,Colorado,2009,Coccinella transversoguttata,39.613321,-105.01664,0.0
1839,I-naturalist,California,2018,Coccinella transversoguttata,38.0185138333,-119.16668,5.0
1840,I-naturalist,California,2018,Coccinella transversoguttata,38.0185305,-119.1666866667,5.0
1841,The Lost Ladybugs,Colorado,2013,Coccinella transversoguttata,38.5365,-104.417,0.0
1842,I-naturalist,British Columbia,2020,Coccinella transversoguttata,50.74965,-120.874275,4.0
1843,The Lost Ladybugs,South Dakota,2008,Coccinella transversoguttata,44.0,-104.0,0.0
1844,NatureServe,Nebraska,2012,Coccinella transversoguttata,42.719722747802734,-103.13543701171876,0.0
1845,The Lost Ladybugs,Wyoming,2011,Coccinella transversoguttata,43.0246696,-108.38131,0.0
1846,I-naturalist,California,2021,Coccinella transversoguttata,40.3515037847,-120.6397046438,33.0
1847,I-naturalist,Colorado,2018,Coccinella transversoguttata,40.0024778619,-107.8370742152,79.0
1848,I-naturalist,Colorado,2018,Coccinella transversoguttata,39.9462920432,-105.5551734151,31.0
1849,I-naturalist,Colorado,2021,Coccinella transversoguttata,40.0669468264,-105.2499277762,31.0
1850,I-naturalist,Colorado,2021,Coccinella transversoguttata,40.1024247329,-105.2783354029,218.0
1851,I-naturalist,Colorado,2021,Coccinella transversoguttata,37.7397987229,-105.5222548821,4.0
1852,Santa Barbara Museum of Natural History Entomology Collection,California,2013,Coccinella transversoguttata,37.6271,-118.8151,0.0
1853,I-naturalist,Colorado,2021,Coccinella transversoguttata,37.733714481,-105.5137876216,8.0
1854,I-naturalist,Colorado,2021,Coccinella transversoguttata,37.7328263669,-105.5142435971,2.0
1855,The Lost Ladybugs,Colorado,2010,Coccinella transversoguttata,39.8027644,-105.08748,0.0
1856,Bugguide.net,Wyoming,2014,Coccinella transversoguttata,42.085358,-104.317183,0.0
1857,I-naturalist,Idaho,2021,Coccinella transversoguttata,44.6463466667,-111.3399883333,6.0
1858,I-naturalist,Idaho,2021,Coccinella transversoguttata,42.51423,-111.80066,0.0
1859,I-naturalist,Idaho,2021,Coccinella transversoguttata,44.32233,-111.4605416667,3.0
1860,I-naturalist,Idaho,2021,Coccinella transversoguttata,43.0120516667,-116.1111766667,0.0
1861,The Lost Ladybugs,Wyoming,2008,Coccinella transversoguttata,44.0340614,-107.4492,0.0
1862,I-naturalist,Idaho,2021,Coccinella transversoguttata,42.0152585833,-111.4163785833,0.0
